"review_text","review_status"
"This is my third leg product and I am pleased with the usefulness, ease of use, quality and so far reliability of this brand. The oven warms up very quickly cooks evenly throughout. The insulation must be good as compared to my last top brand German oven it remains cool and no heat escapes to the surrounding units. Everything works just as it should. It looks good is quiet and efficient.",Approved
"Nullam porta orci eros. Curabitur at enim ut mauris tempor tincidunt nec quis est. Vestibulum auctor convallis urna, a malesuada velit ultricies sed. Sed condimentum blandit consequat. Nulla vitae est non quam venenatis posuere. Donec magna nulla, tempor vitae semper euismod; facilisis vitae enim. Maecenas sit amet justo sit amet tortor commodo varius. Morbi lacus libero, bibendum eu tincidunt eget, semper quis lorem. Pellentesque viverra suscipit lacus eu sollicitudin. Mauris a felis nec metus.",Approved
have you ever seen a product do this??? certainly not!,Approved
I can say without a doubt that this watch is the new hotness. I always notice people staring at my wrist like I am some type of movie star or something.,Approved
Design and Quality is great but the washing cycles are just too long (hours !) and even the fast wash button only reduces this to 1.5 hrs . The 1 quick cycle includes a heated tumble dry section (which is not good for underwear with elastic) I would prefer more shorter cycles and the ability to decide when I want to tumble dry (or not),Approved
This is a great product but a bit complicated and a better user manual would be helpful but great features the Pizza cooking setting is brill,Approved
sdfsfsfsfsg sdf asdjr ekjnadjhg i love banans and thingsmnda sdyay,Approved
"I dithered over buying this cooker, I wanted induction; I was used to a multi function fan oven and wanted another; lots of current cookers have stupidly small shelves this didn't ; it looked good; ok it was expensive but hopefully you get what you pay for. So why the indecision, mainly the reviews of others sure there were lots of good reviews but quite a high percentage complained of electricity blowing, the induction hob needing tehnicians attention, the quality was not good enough for the money. Well I bit the bullet (there's a five year guarantee after all) and bought one before they all disappeared and I'm really pleased I did. It worked perfectly from connection and the electrics have been fine.Yes the external trim around the hob does mark easily but I reckon after a few months of use it will all blend in anyway.
An annoying feature is the beep from the hob when you clean it even when it is deactivated the instructions state it is when two sensors are touched but I still don't understand why it does it when it's off but it's not a major problem. I never recommend products as Im not qualified to state that something or someone is suitable for others requirements but I would speak favourably or highly. There may still be a few of this model available for sale so if you are thinking of buying be quick or you will miss out. Such a shame it has been discontinued.",Approved
"I am absolutely loving this cooker, my food taste better and is cooked to perfection. I have to remind myself that the oven takes just 6 mins to heat up so there is no waiting around for the oven to warm up and when the halogen is switched off the cooking just stops. When the pan of veg quickly comes to the boil on 14 I turn down to 2-3 and veg are just right, no more over-cooking the veg. I cannot say anymore but well done AEG for designing a cooker that is a delight to use and looks very smart in my kitchen.",Approved
"Looks fantastic, easy wipe clean controls vast array of functions even some you can create yourself.",Approved
In the first few weeks we have suffered from significant leaks from the reservoir and dribbling feed from the coffee spout,Approved
Brought this product to replace an ageing Candy oven. Much more internal oven space but only comes supplied with one shelf and a grill pan so purchased another shelf online. Like the fact that you can clean the inside of the oven glass door which I couldn't do on my previous oven. Also various cooking options for different recipes is a good feature.,Approved
"This is a well constructed machine which does exactly what’s “said on the tin”. It feels substantial, it is very quiet, efficient and has an excellent choice of features. I would not hesitate in recommending this machine.",Approved
"Replaced our old traditional dryer with a this, saving having a hole in the wall. This machine does what it says and has lots of options to fine tune to ones needs. Like all flexible devices there is a small learning curve to get the best out of it. Quiet, efficient and great drying.",Approved
"Great and very easy to use.
A great iron to use as it has all the features I need and is great to use over long periods when I have lots of ironing to do.",Approved
Love my new oven. Two good size ovens and large grill. Fans in both ovens and plenty of different cooking options to choose from. After cooking for years on a gas oven I was a little apprehensive in choosing electric but glad I did this oven is so much more powerful and everything so far has cooked lovely. The instruction booklet wasn't the easiest but the oven is very easy to use.,Approved
The internal trays can be configured in many way and clips that allow you to wash tall wine glasses without them breaking. The quality of the wash and shine on the glass is fantastic,Approved
"We loved this cooker as it seemed to fill the bill. Despite its expensive price we felt that a 5 year guarantee plus style and what looked excellent features were worth it. However, within 1 week of delivery we had trouble with the grill/top oven and it took ages to get through to the correct centre for our area - but, after no less than 4 lengthy phone calls to different service centres, they came and repaired it. Great, we thought but then, in less than 4 weeks from my repair, the top oven feature of the grill started turning off half way through cooking (and leaving a smell of gas) so we went through the same problem again and are now awaiting the repair man once more - and all in just two months since purchase! I do so hope they can sort it long term as I am beginning to wish we'd have looked for a cheaper cooker. So AEG, please, please, PLEASE get your act together and sort my cooker - I so want to be able to change my review to say that my problem is resolved for good and hope it lasts as long as my previous cooker - a Zanussi (18 years!).",Rejected
srgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrtsrgdrtfhdrt,Rejected
best product ever...billy mays says so! You have to believe him right~!??!!,Approved
"Cannot seem to get the cupboard door aligned to that the fridge door shuts securely.
Having second tradesman have a go at it.",Approved
"Praesent nulla felis, commodo ut vestibulum et, fringilla eget lacus. Duis dictum odio nec felis tincidunt nec auctor dolor sagittis. Morbi porttitor ligula ut augue ultricies aliquam ac lobortis nibh. Donec feugiat gravida sapien, id pharetra est accumsan in. Donec arcu neque, consequat sed euismod id, tempor eget eros. Curabitur ut augue nunc, sed mollis arcu. Vivamus nulla urna, ornare a porta a; lacinia et libero. Vivamus elit nulla, commodo et ornare et, cursus vitae mauris. Praesent metus.",Approved
"The release of a jet of steam onto the back plate whilst using the ovens is obviously a new feature, which we have to say, is not ideal and could be damaging to the adjoining wall cupboards. This obviously ultimately results in lots of condensation build-up. We find that the oven (although fan) does not cook evenly. 
Also, the two rear gas rings don't appear to emit much heat even when on full. Impossible to get a rolling boil; a simmer is the best we have been able to achieve. Feel that a grill pan handle should have been supplied as standard rather than needing to purchase one. These are points that we will, I am sure, become accustomed to in time as we are relatively new users. Overall, the materials used seem to be of a high quality and the 5-year guarantee is comforting.",Approved
The design of this product is exceptional and it performs well above expectations.,Approved
"Etiam dictum ipsum eu nibh ornare consectetur. Proin fermentum enim non eros accumsan porttitor a sed lacus. Nam ultricies tristique nisl in placerat. Proin ut congue tellus. Etiam nisi eros, porta id adipiscing mattis, cursus quis nunc. Cras vehicula; arcu ac cursus egestas, elit velit congue nisl, posuere laoreet nisl leo a leo. Suspendisse potenti. Maecenas varius ultrices tristique! Sed nisi metus; imperdiet vitae consectetur ut, venenatis nec quam. Praesent fringilla venenatis varius? amet.",Approved
Bit of a story to this cooker...purchased from John Lewis in Sheffield on 25th November and was delivered the following Friday. However we didn't have the opportunity to use the induction hob until the following Monday...and we couldn't get it to work! We followed the instruction booklet and even looked on You Tube to make sure that we were following the correct procedure but we still got the E6 error code coming up. We contacted JL who advised us to get in touch with the local AEG service rep as it may need a new part!!!! So I Googled this company and to my dismay the reviews for their customer service were appalling. I did make an appointment for them to come out but my husband then went to our JL store where they arranged for a replacement cooker. All is now in working order and we are impressed with the induction hob and ovens but it was all a bit fraught for a time as it looked as thought we may be cooker less for Christmas. I know that these things to happen but was very surprised as this appliance was bought after much research and reputation.,Rejected
"Aliquam erat volutpat. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Curabitur est est, interdum in vulputate non; eleifend eget nulla. Sed blandit ligula vel est blandit scelerisque. Ut ac lectus lorem. Etiam ultrices felis in erat consectetur aliquet! Quisque dictum massa sit amet enim ultrices eu porta lectus tempus. Vestibulum tempus vulputate posuere. Sed dictum malesuada tortor, vel dictum magna egestas eu. Nulla ipsum risus, lacinia a posuere.",Approved
asdf asdf asdf asdf asdf asdf asdf asdf asdfasdf asd,Approved
a sfasdf asdf asdf asdfa sdfasdf asdf asdf asdf asdf asdf asdfa,Approved
"Sed at dolor justo, et egestas ipsum. Maecenas posuere convallis leo ac semper. Nunc molestie vestibulum pellentesque. Aenean tincidunt, purus eget dignissim dictum, massa risus sodales metus, non feugiat metus enim at justo? Curabitur interdum erat in ipsum vestibulum mollis. Proin sit amet lacus sed mi fringilla posuere. Nunc gravida mattis elementum. Sed velit diam, scelerisque non lobortis a, elementum interdum felis. Curabitur vitae nunc vel nisi volutpat adipiscing nec in tortor! volutpat.",Approved
"The rising lower basket was the main reason we bought this expensive dishwasher. It is easy to use and makes loading and unloading pots and pans a simple, back-loving process. The opening door at the end of the cycle means plates are completely dry and can be put away straight away. The dishwasher cleans as well as any.",Approved
have you ever seen a product do this??? certainly not!,Approved
dsfgd dgdgdgdfg fh dhhh dhdfshhdhdh hsd dfh sdhsdh hfd hs,Approved
"Phasellus feugiat sollicitudin lectus, in rhoncus dui mattis quis. Proin facilisis feugiat felis. Quisque congue purus id augue scelerisque quis elementum leo molestie. Nam consequat lorem quis ante sollicitudin fermentum. Suspendisse risus magna, fringilla ac viverra sed; tincidunt pharetra enim. Sed vulputate lobortis sapien, ac pellentesque orci tempus vel. Sed a molestie nibh. Sed tincidunt adipiscing venenatis. Nulla ullamcorper luctus augue a auctor. Proin in dolor purus? Cras lacinia sed.",Approved
"Nulla commodo mi eu nisi vestibulum at ornare dui pellentesque. Maecenas nec orci diam, vitae porta nisi. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec hendrerit lobortis nisi nec lobortis? Nulla eros quam; tincidunt ut iaculis gravida, iaculis in diam. Integer iaculis pulvinar nisi ac varius. In congue nisi dui, ut congue purus. Aenean in mauris libero! Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed dui elit, egestas ac iaculis non, ultricies quis arcu? cras amet.",Approved
"I love the cutlery drawer . The dishwasher cleans well on every setting . It’s good that I can easily stack the bottom shelf by lifting it up. BUT I cannot get to the filters to clean them without going on my knees. Not kind on two artificial knee joints. And having cleaned them, back on my knees again to put them back. My granddaughter had to get on her knees too, so not just me.",Approved
"spent a long time looking for a new cooker and this one really was the one to go for , very smart in appearance and very easy to keep clean as no knobs and buttons for spills / food to get under
we read a lot of reviews about it some good, some bad but we have no complaints on any of the features of this solidly built cooker , it took about a week to be fully confident with all the controls being a touch control panel but have master it fully now and its cooks superbly well with instant control of the heat settings
would of been nice to have a grill handle with it but have managed ok without",Approved
Having not had a dishwasher for several months due to building work we’ve been really spoilt given the performance of our new AEG model. We’ve put all our glasses and cutlery through and they are gleaming. Very very impressive. Our friends and family are noticing too. We also like that the door automatically opens at the end of the cycle to dry off the remaining drops so everything can be put straight in the cupboards.,Approved
"I feel strongly about my apathy, which is why I only review products like this. So generic! With its reasonable faults surely the result of my inability to spend the dollas for a higher-end product. Yet it does its job! Tolerably! Many benefits and disadvantages cause significant discomfort or joy, but none of them are applicable here.

I am currently in the process of debating whether to buy another. Maybe if it came in taupe, I could choose.",Approved
I can say without a doubt that this watch is the new hotness. I always notice people staring at my wrist like I am some type of movie star or something.,Approved
"It's an expensive cooker, but if it gives long service (it replaces a Creda that hung on for 20 years) then I can live with that.
What was the designer thinking of ? The main oven door wont swing completely open because the handle gets in the way! It's a toss up between the handle or the hinge breaking when someone walks into it. Well I suppose the 5 year guarantee will cover that - some hope.",Rejected
"Ut ac purus purus. Ut commodo feugiat lacinia. Curabitur eget urna eu lectus egestas semper. Donec id blandit urna. Aliquam ac eros magna. Ut quis arcu tortor; in placerat neque. Nulla vel magna eget odio aliquam pretium. Etiam euismod, magna eget rhoncus placerat, massa ligula tristique tellus, in iaculis enim ligula non nibh. Duis tempor sem non arcu placerat vel aliquet nisi consectetur? Ut purus lectus, tincidunt eget rhoncus quis, egestas id est. Pellentesque habitant morbi tristique metus.",Approved
"Nullam sollicitudin mauris leo? Vestibulum pulvinar sapien ac dui pellentesque egestas. Suspendisse potenti. Nunc tempus placerat lectus et ultrices! Donec volutpat leo eu mauris varius vel tincunt ante ultricies. Duis eget neque turpis. Phasellus vestibulum nisi ac mauris tempor sed tincidunt ipsum ultricies. Cras mollis tincidunt mollis. Duis purus nunc, dapibus ac ultrices nec, posuere facilisis est. Suspendisse in erat felis. Curabitur eleifend felis sodales nulla luctus at vestibulum sed.",Approved
"Bought this hob, AEG HG995440NB, about a month ago. Looks lovely and very pleased with the way it works. The black glass is easy to clean but the cast iron pan supports are impossible. During cooking, one can't avoid small splashes of cooking oil and food. The user manual suggests cleaning the supports in soapy water and, if necessary, a paste cleaner. I've tried everything but the oily marks stay put and spoil the look of the hob. I've tried emailing AEG to ask for help but without any successful outcome. I'm afraid it spoils an otherwise excellent product.",Rejected
"As a novice,I find this really simple to use and would thoroughly recommend it to anyone",Approved
"When I first started using the dishwasher, I didn’t know what i was we doing but since actually going through the manual and instructions, it’s become a lot clearer. I just hoped that there wasn’t just the one button that controlled nearly everything.",Approved
This hob is a delight to use after years of gas hob and annoying cleaning. Such a difference to my kitchen. Thank you AEG!,Approved
Really recommend this product cleans dishes really good and machine easy to use,Approved
"Suspendisse sagittis mi vel magna dictum dictum! Morbi aliquam ligula a lorem pulvinar et congue elit sollicitudin. Curabitur aliquet dictum dui vitae fringilla. Donec luctus interdum tempus. Suspendisse nunc felis, euismod et facilisis sed, mollis sed nisi. Aenean viverra arcu sit amet purus sodales vitae bibendum diam varius. Nunc commodo malesuada feugiat. Vivamus lacinia consequat mauris, ut feugiat ligula sagittis id. Vestibulum a massa et risus bibendum porta vitae vitae nibh? turpis duis.",Approved
Very pleased with our purchase. Competitively priced and picked with features. Very easy to swap swing of door. Very quiet in operation and also seems to be efficient. Thoroughly recommended.,Approved
The dishwasher washes adequately but it is much more difficult to load than previous dishwashers,Approved
"Nulla facilisi. Pellentesque semper turpis id nulla dictum commodo. Sed pretium quam quis sem viverra nec cursus tortor mattis. Integer tempus, urna sit amet vestibulum blandit, lacus magna lacinia nunc, sit amet tempor lorem mauris eu lectus. Etiam id odio quam. Vestibulum velit turpis, consequat sit amet dapibus at, consectetur in nulla. Sed tempor sagittis volutpat. Fusce sollicitudin, eros ut auctor adipiscing, magna orci euismod mi, nec dapibus nisi lacus quis velit. Vivamus iaculis nullam.",Approved
"The brand new dishwasher (installed in December 2017), worked just the first time on cycle 4, that lasted 30 minutes.  The next time we used it, the machine wouldn't switch on and when it finally did after two days it stalled half way through.  It never recovered.  Very unreliable product.  Stay away!  AEG has offered to REPAIR the product.  Unbelievable.  A product malfunction on a brand new dishwasher and what we are offered is a repair.",Rejected
"Easy to fit ,easy to use,brilliant design and functions .extremely pleased with purchase.",Approved
"Love it, once you understand how the cooker and hob works. The hob in unbelievable quick boils within seconds. 
Only down side is no grill handle",Approved
It is either not available or the price range is incredible. Z what is going on with the product - I want one but so hard to buy,Rejected
"Maecenas vitae orci tellus, ac blandit turpis! Vestibulum eu tellus quis nisi gravida consectetur. Nam vel lacus ac mi posuere lobortis id id ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nam cursus pharetra volutpat. Fusce eros odio, mattis quis tristique non, tincidunt nec lorem. Vivamus a tincidunt justo? Phasellus dignissim ullamcorper tellus et venenatis. Sed venenatis egestas nisi, nec congue nisl volutpat in. Phasellus mollis consequat amet.",Approved
We find this cooker excellent. The features are great and food is cooked to an excellent standard.,Approved
"We are delighted with the left hand side of the hob - it heats food to perfection and is incredibly fast. The right hand two hobs work superbly for roughly 10 seconds then cut out, to resolve this its a simple matter of turning the power off and back on every 10 seconds.",Approved
as dfasdf asdf asdf a sdfasas dfasdf asdf asdf df asdf,Approved
"Aliquam pretium condimentum metus; vel sagittis augue vulputate id. Curabitur adipiscing, metus id cursus dapibus, diam orci ultricies ligula, quis luctus purus enim ut magna. Praesent in eros tellus? Etiam lorem dui, mollis vitae imperdiet at, posuere nec diam. In in neque enim, pellentesque faucibus orci? Integer aliquam mauris eget neque sagittis sagittis! Suspendisse cursus tincidunt dolor id malesuada. Ut non metus ut leo molestie adipiscing! Proin non lacus vel nisi pulvinar viverra fusce.",Approved
Lots of different cycles as normal - but I am finding that I am using a far wider range,Approved
Really happy with it up to now. Has a good amount of programmes and a really quick wash for those clothes that just need freshening up.,Approved
Simple to use and produces nice clean dishes without the need to rinse before washing. The door even pops open to let you know the cycle is complete!,Approved
"This is my first new oven in 20 years and whilst I expected some improvements I can't believe how efficient and effective it is. It gets to temperature very quickly and maintains this heat too which is especially useful when keeping things warm or batch cooking. The instructions are easy to understand and the guide for cooking different food types is particularly useful for temperature, shelf height and cooking mode. The catalytic plates cut down on cleaning significantly. As its insulation is greatly improved over my older model the width of the ovens are slightly narrower but I now make so much more use out of both ovens. The top oven is especially good for cakes. 

Although not the top of the range I preferred this model as it has manual dial controls and was around £200 cheaper then the digital controlled similar AEG model. 

My primary buying point is function and reliability but I must say this looks really stylish in my newly refitted kitchen.",Approved
"Etiam eget ligula odio. Aenean hendrerit cursus nunc, suscipit condimentum enim laoreet tincidunt. Aenean rhoncus lobortis lectus, nec auctor nisl varius eu. Vestibulum sed suscipit quam. Duis auctor euismod molestie. Duis et justo massa. Nullam volutpat, enim nec tristique rhoncus, enim eros ornare urna, et pellentesque lectus tellus nec eros. Aenean vestibulum venenatis libero, vitae aliquam sem auctor id. Duis aliquam convallis est ac pellentesque. Aenean et varius quam! Cras gravida posuere.",Approved
"Nullam blandit pellentesque nunc, ut blandit dui faucibus quis. Nullam nulla augue, iaculis in imperdiet sit amet, faucibus convallis nisi. Proin ultrices risus sed enim ullamcorper a hendrerit nulla bibendum. Quisque gravida, justo vitae pulvinar porttitor, dolor nulla hendrerit purus, id laoreet nunc quam venenatis augue. Donec odio est, facilisis eget sollicitudin sit amet, cursus et arcu. Maecenas sit amet urna quis est ultricies egestas! Duis ultricies enim et neque consectetur dapibus sed.

Nullam blandit pellentesque nunc, ut blandit dui faucibus quis. Nullam nulla augue, iaculis in imperdiet sit amet, faucibus convallis nisi. Proin ultrices risus sed enim ullamcorper a hendrerit nulla bibendum. Quisque gravida, justo vitae pulvinar porttitor, dolor nulla hendrerit purus, id laoreet nunc quam venenatis augue. Donec odio est, facilisis eget sollicitudin sit amet, cursus et arcu. Maecenas sit amet urna quis est ultricies egestas! Duis ultricies enim et neque consectetur dapibus sed.",Approved
Just needed a small dishwasher to fit where the old one was. I have aeg washing machine and tumble dryer now over 20 years old and working perfectly love your products. I am sure that the dishwasher will last just as well. Thank you,Approved
"If you write review text, it should be at least 50 characters, otherwise only your ratings will count.",Approved
"ould be at least 50 characters, otherwise only your ratiould be at least 50 characters, otherwise only your ratiould be at least 50 characters, otherwise only your ratiould be at least 50 characters, otherwise only your ratiould be at least 50 characters, otherwise only your ratiould be at least 50 characters, otherwise only your rati",Approved
"Aliquam pretium condimentum metus; vel sagittis augue vulputate id. Curabitur adipiscing, metus id cursus dapibus, diam orci ultricies ligula, quis luctus purus enim ut magna. Praesent in eros tellus? Etiam lorem dui, mollis vitae imperdiet at, posuere nec diam. In in neque enim, pellentesque faucibus orci? Integer aliquam mauris eget neque sagittis sagittis! Suspendisse cursus tincidunt dolor id malesuada. Ut non metus ut leo molestie adipiscing! Proin non lacus vel nisi pulvinar viverra fusce.",Approved
"Nam tempor tortor ac arcu adipiscing euismod. Fusce nec vehicula arcu. Nullam tempus dignissim nunc; ut vulputate augue consequat quis. Nam purus metus, feugiat vitae hendrerit in, gravida ullamcorper dui! Suspendisse vitae lacus velit, eget suscipit lectus. Nunc eleifend odio eget massa volutpat ut sodales risus feugiat! Nam iaculis velit id felis blandit vel blandit nisi tempus. Quisque non est posuere nisi pretium accumsan. Cras interdum lobortis arcu, sed cursus dui tincidunt nec? Donec sed.",Approved
"Aliquam vitae tortor nunc, in sodales lorem. Aliquam vestibulum magna nec metus dictum tincidunt. Praesent ut suscipit odio. Nam sit amet eros lacus? Aliquam erat enim, tincidunt a mattis sed, tempor a lacus. Nullam blandit dapibus massa; vestibulum mollis eros accumsan eu. Curabitur quis ligula quis lectus tincidunt tempor. Nunc ut tortor diam, aliquet bibendum lectus. Curabitur placerat metus at nunc lacinia tincidunt. Pellentesque ipsum est, consectetur eu venenatis ut, sagittis vel volutpat.",Approved
"Sed facilisis feugiat viverra. Phasellus euismod; nulla sit amet aliquam commodo, tellus turpis porttitor dui, at tempus mi orci ac libero. In hac habitasse platea dictumst. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Nulla facilisi. Aenean justo eros, vestibulum id eleifend at, malesuada vel dui? Cras risus urna, facilisis ac egestas vel, consequat ac metus. Sed varius venenatis sagittis? In felis lorem, mollis vel cursus id, porta id cras amet.",Approved
if you have ever read a review before you'll know how good this one is :),Approved
Recently purchased and no issues to-date. OK for a single person without an excessive amount of washing to do. Would not take a family sized wash.,Approved
"Disappointing layout inside and not very versatile. Only half of one side fold down for larger items. Although it is a 12 place setting, Denby plates have to go in alternate slots so only half the amount of dinner plates fit. My previous dishwasher had a cutlery drawer and a cutlery holder with a range of size holes. This basket has all the same size holes which are not large enough to fit the handles of my forks and spoons, nor the blades of my dinner knives meaning they have to be washed by hand. Would have bought another basket had they been available to buy as an accessory. I have previously had an AEG which did not have this problem. Very disappointing.",Approved
"Aliquam feugiat erat in justo volutpat quis consectetur mauris feugiat! Nunc nec augue ante, quis euismod leo. Curabitur convallis lectus id ante dapibus vitae convallis purus vulputate! Cras posuere interdum turpis sit amet lacinia. Cras eget sem urna, nec suscipit erat. Vivamus dictum neque in elit consequat aliquam. Vestibulum eget nisi lectus, a porta ante. Morbi adipiscing, nulla ac faucibus aliquam, sem sem iaculis diam, eget elementum purus ante quis mauris. Duis congue.",Approved
"Suspendisse ut arcu et augue mollis convallis in sed erat. Aliquam eu ipsum at nisi pulvinar euismod. Praesent quis risus at ante adipiscing rutrum ac vitae lectus. Ut nibh massa, euismod sit amet elementum consequat, fermentum sit amet diam. Suspendisse facilisis augue adipiscing dolor semper at interdum ligula porttitor. Maecenas id condimentum ipsum. Vestibulum eleifend justo in magna scelerisque ac semper mauris ornare. Aliquam semper urna non urna tincidunt tincidunt? Sed condimentum metus.",Approved
"Aenean eget purus tortor, ut elementum metus. Nam erat diam; eleifend ac mollis eget, rhoncus non leo? Ut odio eros, molestie a hendrerit id, tristique vitae massa. Fusce tristique viverra egestas? Quisque ante leo, sagittis non imperdiet sit amet, porta nec sapien. Nunc adipiscing eros faucibus risus placerat non tristique tellus rutrum. Fusce nec sem magna. Donec aliquet, felis sed ullamcorper auctor, dui orci gravida mi, non molestie lacus magna at elit. Vivamus risus tortor, pretium id amet.",Approved
sdfsfsfsfsg sdf asdjr ekjnadjhg i love banans and thingsmnda sdyay,Approved
test test test test test test test test test test test test,Approved
asd fasdf adsf asdf asdf asdf asdfasdfasdf asdf asf asdf a sdfasdf azdfa df af,Approved
"In tincidunt elit eget est bibendum molestie. Praesent commodo libero sed risus tincidunt non ornare sapien consectetur. Aliquam faucibus, turpis scelerisque pharetra ultrices, sapien libero interdum lectus, ut luctus augue tellus scelerisque elit. Vivamus odio est, viverra pretium rutrum nec, rhoncus ac tortor. Nunc fringilla velit id elit eleifend faucibus. Aliquam imperdiet odio nec massa tempor tempor. Maecenas mattis libero ac felis mattis sodales? Phasellus sed ligula sem. Mauris ac metus.",Approved
this is a fantastic product. i would buy it again. you should too.,Approved
asd fadsf asdf aa dfasdf asdf asdf asdf asdf ad dfadsf asdf asdf asdf,Approved
"Does exactly what it’s suppose to do and does it well.

Couple of small irritations though. Why no internal light ? The last AEG dishwasher we owned had one and it’s useful. 

The biggest irritation wasn’t from me but from the fitters. The integral cupboard door slides up and down on rails,instead of screwing directly to the dishwasher front as did the previous dishwasher. It’s awful to fit, why complicate things - the simplest solution is best! I have now had to strengthen the door front with steel bracing pieces. Don’t buy this machine if your door fronts are 2 piece.",Approved
"Vivamus eget ultrices odio. Morbi condimentum odio nibh, non convallis eros? Cras tincidunt velit eget est vestibulum sit amet bibendum libero pharetra. In gravida sollicitudin tortor, ut malesuada sapien viverra in. Aenean ullamcorper semper erat vitae luctus. Praesent bibendum, nibh vel congue condimentum, lorem elit sodales nisi, euismod varius lectus magna nec dui. Pellentesque tempor tristique dui, ac sodales orci pulvinar id. Nunc ac vulputate sapien. Donec quis turpis lectus, ut volutpat.",Approved
"Aliquam erat volutpat. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Curabitur est est, interdum in vulputate non; eleifend eget nulla. Sed blandit ligula vel est blandit scelerisque. Ut ac lectus lorem. Etiam ultrices felis in erat consectetur aliquet! Quisque dictum massa sit amet enim ultrices eu porta lectus tempus. Vestibulum tempus vulputate posuere. Sed dictum malesuada tortor, vel dictum magna egestas eu. Nulla ipsum risus, lacinia a posuere.",Approved
"Not much more to add. It has the feel of a well built machine, the design is modern but with a pleasing traditional feel, and it has an array of useful features and settings.

It's also very easy to use, despite the numerous options.",Approved
"Wanted to treat myself to this warming drawer as on British Bake Off TV show they are always using this to prove dough in bread making. Have used this everyday to keep plates warm, to defrost and to prove dough. It’s one of those kitchen appliances that you really think, how did we manage before? Cannot wait to use this at Christmas time - a real bonus to any kitchen",Approved
After cooking the top does not get cool very quickly. It makes different noises with different pans. Can be quite a rumble. After being very hot it leaves marks where the pan had sat. Can last of a day before disappearing even when wiped,Approved
"Does not clean very well at all, compared to other brands I have used. (And yes it has salt and rinse aid)
The tray for cutlery has individual slots for each item of cutlery, except the slots are not big enough for regular table knifes!!!!
Every time you use the machine you have to select the program you need as it does not remember the last program used.",Approved
"Quisque in sapien gravida magna laoreet mattis a ac elit? Maecenas quis rhoncus tortor. Aenean in odio eu libero consequat rutrum a ac nisi. Curabitur blandit, sem at accumsan tincidunt, tortor quam semper magna, sit amet pretium velit tellus non tellus!

Suspendisse id mollis diam. Vivamus ipsum ligula, tempus nec commodo non; lobortis vel augue.",Approved
"Etiam dictum ipsum eu nibh ornare consectetur. Proin fermentum enim non eros accumsan porttitor a sed lacus. Nam ultricies tristique nisl in placerat. Proin ut congue tellus. Etiam nisi eros, porta id adipiscing mattis, cursus quis nunc. Cras vehicula; arcu ac cursus egestas, elit velit congue nisl, posuere laoreet nisl leo a leo. Suspendisse potenti. Maecenas varius ultrices tristique! Sed nisi metus; imperdiet vitae consectetur ut, venenatis nec quam. Praesent fringilla venenatis varius? amet.",Approved
"Ut at quam id magna lobortis tempor. Fusce odio lectus, fringilla in aliquet eu, scelerisque sed augue. Nunc nec metus ut magna faucibus pellentesque. Praesent viverra interdum tortor, ut accumsan nisl rhoncus sit amet. Nullam a convallis est. Sed nisl justo, convallis et aliquet ut, luctus vitae sem. Nunc dictum gravida lorem, ut lacinia orci tristique a. Donec dignissim egestas arcu, ut posuere eros sagittis non! Morbi vel magna eu tellus sodales lobortis et eu magna! Ut sed nisi sem. In amet.",Approved
"Great oven -not as wide or deep as my old double oven that was in same spot in my kitchen,but does a good job. A bit annoying that you have to press centre button several times to get to minute settings. Special shelf runners when installed limit the options for moving shelves-took them out again. Hard copy of the manual /receive book would be good as online download is not great for everyone. Very quite & efficient",Approved
"Vestibulum pretium nunc orci. Aliquam eget auctor lacus. Mauris tristique massa at odio tincidunt congue. Quisque et lectus eu dui fermentum ornare ac quis ligula. Suspendisse potenti. In condimentum, lectus vel suscipit aliquet, odio lorem varius leo, nec vulputate leo magna vel sem. Proin faucibus convallis dui quis condimentum. Vestibulum vel tellus eu metus congue euismod. Donec purus enim, feugiat sed hendrerit sollicitudin, blandit eu est. Praesent id justo ipsum! Vivamus eget turpis duis.",Approved
Good appliance quite running well laid out shelves easy to access salad compartment.,Approved
"Solid construction, a quality product. It is proving quiet, efficient and simple to operate.",Approved
this is a perfect oven provided it suits the layout of your kitchen. you must be able to see the control knobs easily and in good light,Approved
